hotel,arrival_date,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,meal,country,market_segment,distribution_channel,is_repeated_guest,reserved_room_type,assigned_room_type,deposit_type,customer_type,adr,total_of_special_requests,reservation_status,reservation_status_date,room_match_flag,total_guest,family_flag,booking_changes_flag,total_nights,revenue,booking_time_flag,weekend_ratio,expected_loss,booking_value,booking_urgency,sameDay_booking
Resort Hotel,2016-11-11,0,49,2016,November,46,11,1,2,2,HB,FRA,Offline TA/TO,TA/TO,0,A,D,No Deposit,Transient,58.4,0,Check-Out,2016-11-14,Room Change,2,0,FALSE,3,175.2,31-90,0.33,0,Moderate Value,0.02,0
Resort Hotel,2016-11-09,0,152,2016,November,46,9,1,4,2,BB,ESP,Direct,Direct,0,D,D,No Deposit,Transient,52.8,0,Check-Out,2016-11-14,Room Match,2,0,FALSE,5,264,90+,0.2,0,Moderate Value,0.01,0
Resort Hotel,2016-11-07,0,36,2016,November,46,7,2,5,2,BB,FRA,Online TA,TA/TO,0,A,A,No Deposit,Transient,39.51,1,Check-Out,2016-11-14,Room Match,2,0,FALSE,7,276.57,31-90,0.29,0,Moderate Value,0.03,0
Resort Hotel,2016-11-04,0,19,2016,November,45,4,3,7,2,HB,GBR,Direct,Direct,0,E,E,No Deposit,Transient,89.77,0,Check-Out,2016-11-14,Room Match,2,0,TRUE,10,897.6999999999999,8-30,0.3,0,Premium Value,0.05,0
Resort Hotel,2016-11-09,0,32,2016,November,46,9,1,4,2,BB,FRA,Online TA,TA/TO,0,A,A,No Deposit,Transient,37.8,1,Check-Out,2016-11-14,Room Match,2,0,FALSE,5,189,31-90,0.2,0,Moderate Value,0.03,0
Resort Hotel,2016-11-13,0,11,2016,November,47,13,2,5,2,HB,GBR,Offline TA/TO,TA/TO,0,A,D,No Deposit,Transient,68.15,0,Check-Out,2016-11-20,Room Change,2,0,TRUE,7,477.05000000000007,8-30,0.29,0,High Value,0.08,0
Resort Hotel,2016-11-13,0,1,2016,November,47,13,1,0,2,BB,CHE,Online TA,TA/TO,0,A,D,No Deposit,Transient,65,2,Check-Out,2016-11-14,Room Change,2,0,FALSE,1,65,0-7,1,0,Low Value,0.5,0
Resort Hotel,2016-11-09,0,50,2016,November,46,9,1,4,2,HB,FRA,Offline TA/TO,TA/TO,0,A,D,No Deposit,Transient,52.4,0,Check-Out,2016-11-14,Room Change,2,0,TRUE,5,262,31-90,0.2,0,Moderate Value,0.02,0
Resort Hotel,2016-11-09,0,50,2016,November,46,9,1,4,1,HB,FRA,Offline TA/TO,TA/TO,0,A,E,No Deposit,Transient,46.7,0,Check-Out,2016-11-14,Room Change,1,0,FALSE,5,233.5,31-90,0.2,0,Moderate Value,0.02,0
Resort Hotel,2016-11-13,0,123,2016,November,47,13,1,0,3,BB,SVK,Online TA,TA/TO,0,G,G,No Deposit,Transient,63.28,1,Check-Out,2016-11-14,Room Match,3,0,FALSE,1,63.28,90+,1,0,Low Value,0.01,0
Resort Hotel,2016-11-02,0,41,2016,November,45,2,3,9,2,BB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient,37.8,0,Check-Out,2016-11-14,Room Match,2,0,FALSE,12,453.59999999999997,31-90,0.25,0,High Value,0.02,0
Resort Hotel,2016-11-11,0,57,2016,November,46,11,1,2,2,BB,SVN,Online TA,TA/TO,0,A,A,No Deposit,Transient-Party,37.8,2,Check-Out,2016-11-14,Room Match,2,0,FALSE,3,113.39999999999999,31-90,0.33,0,Low Value,0.02,0
Resort Hotel,2016-11-09,0,167,2016,November,46,9,1,4,2,BB,GBR,Online TA,TA/TO,0,G,G,No Deposit,Transient,87,1,Check-Out,2016-11-14,Room Match,4,1,FALSE,5,435,90+,0.2,0,High Value,0.01,0
Resort Hotel,2016-11-10,0,30,2016,November,46,10,1,3,2,HB,GBR,Online TA,TA/TO,0,A,H,No Deposit,Transient,59.12,0,Check-Out,2016-11-14,Room Change,2,0,TRUE,4,236.48,8-30,0.25,0,Moderate Value,0.03,0
Resort Hotel,2016-11-13,0,19,2016,November,47,13,1,0,2,BB,ESP,Online TA,TA/TO,0,A,D,No Deposit,Transient,48,0,Check-Out,2016-11-14,Room Change,2,0,FALSE,1,48,8-30,1,0,Low Value,0.05,0
Resort Hotel,2016-11-13,0,2,2016,November,47,13,1,0,2,BB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient,65,2,Check-Out,2016-11-14,Room Match,2,0,FALSE,1,65,0-7,1,0,Low Value,0.33,0
Resort Hotel,2016-11-10,0,9,2016,November,46,10,1,3,2,BB,GBR,Direct,TA/TO,0,A,H,No Deposit,Transient,37.8,1,Check-Out,2016-11-14,Room Change,2,0,FALSE,4,151.2,8-30,0.25,0,Low Value,0.1,0
Resort Hotel,2016-11-12,0,4,2016,November,46,12,1,1,2,BB,PRT,Direct,Direct,0,A,A,No Deposit,Transient,48,0,Check-Out,2016-11-14,Room Match,2,0,FALSE,2,96,0-7,0.5,0,Low Value,0.2,0
Resort Hotel,2016-11-10,0,19,2016,November,46,10,2,3,2,BB,BEL,Direct,Direct,0,G,G,No Deposit,Transient,88.68,1,Check-Out,2016-11-15,Room Match,2,0,FALSE,5,443.40000000000003,8-30,0.4,0,High Value,0.05,0
Resort Hotel,2016-11-11,0,34,2016,November,46,11,2,2,2,HB,GBR,Online TA,TA/TO,0,D,D,No Deposit,Transient,60.48,0,Check-Out,2016-11-15,Room Match,2,0,TRUE,4,241.92,31-90,0.5,0,Moderate Value,0.03,0
Resort Hotel,2016-11-08,0,50,2016,November,46,8,2,5,2,BB,BEL,Online TA,TA/TO,0,D,D,No Deposit,Transient,46.8,4,Check-Out,2016-11-15,Room Match,2,0,TRUE,7,327.59999999999997,31-90,0.29,0,High Value,0.02,0
Resort Hotel,2016-11-10,0,101,2016,November,46,10,2,3,2,BB,IRL,Online TA,TA/TO,0,D,D,No Deposit,Transient,37.44,0,Check-Out,2016-11-15,Room Match,2,0,FALSE,5,187.2,90+,0.4,0,Moderate Value,0.01,0
Resort Hotel,2016-11-08,0,104,2016,November,46,8,2,5,2,BB,POL,Online TA,TA/TO,0,A,A,No Deposit,Transient,37.8,2,Check-Out,2016-11-15,Room Match,3,1,TRUE,7,264.59999999999997,90+,0.29,0,Moderate Value,0.01,0
Resort Hotel,2016-11-09,0,45,2016,November,46,9,2,4,2,BB,BEL,Online TA,TA/TO,0,A,A,No Deposit,Transient,37.8,2,Check-Out,2016-11-15,Room Match,2,0,FALSE,6,226.79999999999998,31-90,0.33,0,Moderate Value,0.02,0
Resort Hotel,2016-11-13,0,26,2016,November,47,13,2,0,1,BB,GBR,Online TA,TA/TO,0,A,A,No Deposit,Transient,43,2,Check-Out,2016-11-15,Room Match,1,0,FALSE,2,86,8-30,1,0,Low Value,0.04,0
Resort Hotel,2016-11-14,0,4,2016,November,47,14,1,0,1,BB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient,43,2,Check-Out,2016-11-15,Room Match,1,0,FALSE,1,43,0-7,1,0,Low Value,0.2,0
Resort Hotel,2016-11-16,0,6,2016,November,47,16,0,1,1,BB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient,43,2,Check-Out,2016-11-17,Room Match,1,0,FALSE,1,43,0-7,0,0,Low Value,0.14,0
Resort Hotel,2016-11-21,0,4,2016,November,48,21,1,0,1,BB,PRT,Corporate,TA/TO,1,A,D,No Deposit,Transient,30,2,Check-Out,2016-11-22,Room Change,1,0,FALSE,1,30,0-7,1,0,Low Value,0.2,0
Resort Hotel,2016-11-23,0,6,2016,November,48,23,0,1,1,BB,PRT,Corporate,TA/TO,1,A,D,No Deposit,Transient,30,2,Check-Out,2016-11-24,Room Change,1,0,FALSE,1,30,0-7,0,0,Low Value,0.14,0
Resort Hotel,2016-11-28,0,3,2016,November,49,28,1,0,1,BB,PRT,Corporate,TA/TO,1,A,D,No Deposit,Transient,30,2,Check-Out,2016-11-29,Room Change,1,0,FALSE,1,30,0-7,1,0,Low Value,0.25,0
Resort Hotel,2016-12-05,0,3,2016,December,50,5,1,0,1,BB,PRT,Corporate,TA/TO,1,A,D,No Deposit,Transient,30,2,Check-Out,2016-12-06,Room Change,1,0,FALSE,1,30,0-7,1,0,Low Value,0.25,0
Resort Hotel,2016-11-10,0,210,2016,November,46,10,2,3,2,BB,GBR,Online TA,TA/TO,0,E,E,No Deposit,Transient,42.97,2,Check-Out,2016-11-15,Room Match,2,0,FALSE,5,214.85,90+,0.4,0,Moderate Value,0,0
Resort Hotel,2016-11-09,0,29,2016,November,46,9,2,4,2,HB,GBR,Online TA,TA/TO,0,D,D,No Deposit,Transient,58.98,1,Check-Out,2016-11-15,Room Match,2,0,FALSE,6,353.88,8-30,0.33,0,High Value,0.03,0
Resort Hotel,2016-11-14,0,19,2016,November,47,14,1,0,2,BB,BRA,Online TA,TA/TO,0,D,D,No Deposit,Transient,56,2,Check-Out,2016-11-15,Room Match,2,0,FALSE,1,56,8-30,1,0,Low Value,0.05,0
Resort Hotel,2016-11-08,0,39,2016,November,46,8,2,5,2,BB,FRA,Online TA,TA/TO,0,D,D,No Deposit,Transient,46.8,2,Check-Out,2016-11-15,Room Match,2,0,FALSE,7,327.59999999999997,31-90,0.29,0,High Value,0.03,0
Resort Hotel,2016-11-11,0,68,2016,November,46,11,2,2,2,BB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient,37.8,1,Check-Out,2016-11-15,Room Match,2,0,FALSE,4,151.2,31-90,0.5,0,Low Value,0.01,0
Resort Hotel,2016-11-12,0,158,2016,November,46,12,2,1,2,BB,CN,Offline TA/TO,TA/TO,0,E,E,No Deposit,Transient,51,0,Check-Out,2016-11-15,Room Match,2,0,FALSE,3,153,90+,0.67,0,Moderate Value,0.01,0
Resort Hotel,2016-11-08,0,39,2016,November,46,8,2,5,2,BB,FRA,Online TA,TA/TO,0,D,D,No Deposit,Transient,46.8,1,Check-Out,2016-11-15,Room Match,2,0,FALSE,7,327.59999999999997,31-90,0.29,0,High Value,0.03,0
Resort Hotel,2016-11-14,0,0,2016,November,47,14,1,0,1,BB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient,60,0,Check-Out,2016-11-15,Room Match,1,0,FALSE,1,60,0-7,1,0,Low Value,1,1
Resort Hotel,2016-11-14,0,0,2016,November,47,14,1,0,1,BB,ESP,Online TA,TA/TO,0,A,A,No Deposit,Transient,60,1,Check-Out,2016-11-15,Room Match,1,0,FALSE,1,60,0-7,1,0,Low Value,1,1
Resort Hotel,2016-11-15,0,0,2016,November,47,15,0,1,1,BB,ESP,Online TA,TA/TO,1,A,A,No Deposit,Group,46.2,1,Check-Out,2016-11-16,Room Match,1,0,FALSE,1,46.2,0-7,0,0,Low Value,1,1
Resort Hotel,2016-11-14,0,0,2016,November,47,14,1,0,2,BB,FRA,Direct,Direct,0,F,F,No Deposit,Transient,80,0,Check-Out,2016-11-15,Room Match,2,0,FALSE,1,80,0-7,1,0,Low Value,1,1
Resort Hotel,2016-11-12,0,53,2016,November,46,12,2,1,2,BB,FRA,Offline TA/TO,TA/TO,0,A,D,No Deposit,Transient,29,0,Check-Out,2016-11-15,Room Change,2,0,FALSE,3,87,31-90,0.67,0,Low Value,0.02,0
Resort Hotel,2016-11-14,0,0,2016,November,47,14,1,0,2,BB,ITA,Online TA,TA/TO,0,D,D,No Deposit,Transient,79,1,Check-Out,2016-11-15,Room Match,2,0,FALSE,1,79,0-7,1,0,Low Value,1,1
Resort Hotel,2016-11-14,0,10,2016,November,47,14,1,0,2,BB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient,48,2,Check-Out,2016-11-15,Room Match,2,0,FALSE,1,48,8-30,1,0,Low Value,0.09,0
Resort Hotel,2017-01-10,0,1,2017,January,2,10,0,2,2,BB,PRT,Online TA,TA/TO,1,A,D,No Deposit,Transient,48,2,Check-Out,2017-01-12,Room Change,2,0,FALSE,2,96,0-7,0,0,Low Value,0.5,0
Resort Hotel,2017-03-08,0,14,2017,March,10,8,0,3,2,BB,PRT,Online TA,TA/TO,1,A,A,No Deposit,Transient-Party,60,2,Check-Out,2017-03-11,Room Match,2,0,FALSE,3,180,8-30,0,0,Moderate Value,0.07,0
Resort Hotel,2016-11-14,0,0,2016,November,47,14,1,0,2,BB,PRT,Direct,Direct,0,G,G,No Deposit,Transient,111,0,Check-Out,2016-11-15,Room Match,2,0,FALSE,1,111,0-7,1,0,Low Value,1,1
Resort Hotel,2016-11-13,0,20,2016,November,47,13,2,0,2,BB,PRT,Direct,Direct,0,E,E,No Deposit,Transient,62.7,2,Check-Out,2016-11-15,Room Match,2,0,TRUE,2,125.4,8-30,1,0,Low Value,0.05,0
Resort Hotel,2016-11-14,0,1,2016,November,47,14,1,0,2,BB,IRL,Online TA,TA/TO,0,A,D,No Deposit,Transient,65,1,Check-Out,2016-11-15,Room Change,2,0,FALSE,1,65,0-7,1,0,Low Value,0.5,0
Resort Hotel,2016-11-05,0,44,2016,November,45,5,4,6,2,BB,FRA,Direct,Direct,0,A,A,No Deposit,Transient,34.86,0,Check-Out,2016-11-15,Room Match,2,0,FALSE,10,348.6,31-90,0.4,0,High Value,0.02,0
Resort Hotel,2016-11-12,0,50,2016,November,46,12,2,1,2,HB,FRA,Online TA,TA/TO,0,A,A,No Deposit,Transient,64.8,2,Check-Out,2016-11-15,Room Match,2,0,FALSE,3,194.39999999999998,31-90,0.67,0,Moderate Value,0.02,0
Resort Hotel,2016-11-10,0,39,2016,November,46,10,2,3,2,BB,LTU,Online TA,TA/TO,0,D,D,No Deposit,Transient,46.8,1,Check-Out,2016-11-15,Room Match,2,0,FALSE,5,234,31-90,0.4,0,Moderate Value,0.03,0
Resort Hotel,2016-11-10,0,52,2016,November,46,10,2,3,2,BB,FRA,Offline TA/TO,TA/TO,0,A,D,No Deposit,Transient,29,1,Check-Out,2016-11-15,Room Change,2,0,FALSE,5,145,31-90,0.4,0,Low Value,0.02,0
Resort Hotel,2016-11-11,0,103,2016,November,46,11,2,2,2,BB,GBR,Online TA,TA/TO,0,A,C,No Deposit,Transient,30.24,0,Check-Out,2016-11-15,Room Change,2,0,TRUE,4,120.96,90+,0.5,0,Low Value,0.01,0
Resort Hotel,2016-11-06,0,25,2016,November,46,6,4,6,2,BB,DEU,Offline TA/TO,TA/TO,0,D,D,No Deposit,Transient,39.6,0,Check-Out,2016-11-16,Room Match,2,0,FALSE,10,396,8-30,0.4,0,High Value,0.04,0
Resort Hotel,2016-11-02,0,69,2016,November,45,2,4,10,2,BB,PRT,Offline TA/TO,TA/TO,0,D,D,No Deposit,Transient,30.6,1,Check-Out,2016-11-16,Room Match,2,0,FALSE,14,428.40000000000003,31-90,0.29,0,High Value,0.01,0
Resort Hotel,2016-11-09,0,224,2016,November,46,9,2,5,2,BB,DEU,Offline TA/TO,TA/TO,0,A,C,No Deposit,Contract,26.1,0,Check-Out,2016-11-16,Room Change,2,0,TRUE,7,182.70000000000002,90+,0.29,0,Moderate Value,0,0
Resort Hotel,2016-11-07,0,97,2016,November,46,7,3,6,2,HB,DEU,Offline TA/TO,TA/TO,0,E,E,No Deposit,Transient,64.6,0,Check-Out,2016-11-16,Room Match,2,0,FALSE,9,581.4,90+,0.33,0,Premium Value,0.01,0
Resort Hotel,2016-11-15,0,1,2016,November,47,15,0,1,1,BB,PRT,Offline TA/TO,TA/TO,0,A,A,No Deposit,Transient,30,0,Check-Out,2016-11-16,Room Match,1,0,FALSE,1,30,0-7,0,0,Low Value,0.5,0
Resort Hotel,2016-11-15,0,0,2016,November,47,15,0,1,1,BB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient,52,0,Check-Out,2016-11-16,Room Match,1,0,FALSE,1,52,0-7,0,0,Low Value,1,1
Resort Hotel,2016-11-11,0,52,2016,November,46,11,2,3,2,BB,ESP,Online TA,TA/TO,0,A,A,No Deposit,Transient,39.4,2,Check-Out,2016-11-16,Room Match,2,0,FALSE,5,197,31-90,0.4,0,Moderate Value,0.02,0
Resort Hotel,2016-11-11,0,52,2016,November,46,11,2,3,2,BB,ESP,Online TA,TA/TO,0,A,A,No Deposit,Transient,37.8,2,Check-Out,2016-11-16,Room Match,2,0,FALSE,5,189,31-90,0.4,0,Moderate Value,0.02,0
Resort Hotel,2016-11-12,0,53,2016,November,46,12,2,2,2,BB,PRT,Offline TA/TO,TA/TO,0,A,D,No Deposit,Transient,29,0,Check-Out,2016-11-16,Room Change,2,0,FALSE,4,116,31-90,0.5,0,Low Value,0.02,0
Resort Hotel,2016-11-15,0,29,2016,November,47,15,0,1,1,BB,FRA,Groups,Corporate,0,D,D,No Deposit,Transient-Party,48,0,Check-Out,2016-11-16,Room Match,1,0,FALSE,1,48,8-30,0,0,Low Value,0.03,0
Resort Hotel,2016-11-15,0,0,2016,November,47,15,0,1,1,BB,PRT,Corporate,Direct,0,A,A,No Deposit,Transient,41,0,Check-Out,2016-11-16,Room Match,1,0,FALSE,1,41,0-7,0,0,Low Value,1,1
Resort Hotel,2016-11-15,0,5,2016,November,47,15,0,1,1,BB,FRA,Groups,Corporate,0,D,D,No Deposit,Transient-Party,48,0,Check-Out,2016-11-16,Room Match,1,0,FALSE,1,48,0-7,0,0,Low Value,0.17,0
Resort Hotel,2016-11-14,0,4,2016,November,47,14,1,1,1,BB,PRT,Online TA,TA/TO,0,G,G,No Deposit,Transient,94,1,Check-Out,2016-11-16,Room Match,1,0,TRUE,2,188,0-7,0.5,0,Moderate Value,0.2,0
Resort Hotel,2017-01-16,0,3,2017,January,3,16,1,0,1,BB,PRT,Online TA,TA/TO,1,G,G,No Deposit,Transient,95,1,Check-Out,2017-01-17,Room Match,1,0,TRUE,1,95,0-7,1,0,Low Value,0.25,0
Resort Hotel,2017-02-12,0,0,2017,February,7,12,1,0,2,BB,PRT,Online TA,TA/TO,1,E,E,No Deposit,Transient,68,2,Check-Out,2017-02-13,Room Match,2,0,FALSE,1,68,0-7,1,0,Low Value,1,1
Resort Hotel,2016-11-12,0,35,2016,November,46,12,2,2,2,BB,BRA,Online TA,TA/TO,0,A,A,No Deposit,Transient,37.8,1,Check-Out,2016-11-16,Room Match,2,0,FALSE,4,151.2,31-90,0.5,0,Low Value,0.03,0
Resort Hotel,2016-11-15,0,8,2016,November,47,15,0,1,2,BB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient,35.12,1,Check-Out,2016-11-16,Room Match,2,0,FALSE,1,35.12,8-30,0,0,Low Value,0.11,0
Resort Hotel,2016-11-14,0,21,2016,November,47,14,1,1,2,HB,ESP,Online TA,TA/TO,0,E,E,No Deposit,Transient,89.71,1,Check-Out,2016-11-16,Room Match,2,0,FALSE,2,179.42,8-30,0.5,0,Moderate Value,0.05,0
Resort Hotel,2016-11-13,0,0,2016,November,47,13,2,1,3,BB,AUS,Direct,Direct,0,H,H,No Deposit,Transient,116,0,Check-Out,2016-11-16,Room Match,3,0,TRUE,3,348,0-7,0.67,0,High Value,1,1
Resort Hotel,2016-11-12,0,11,2016,November,46,12,2,2,1,BB,ESP,Direct,Direct,0,A,A,No Deposit,Transient,37.37,2,Check-Out,2016-11-16,Room Match,1,0,FALSE,4,149.48,8-30,0.5,0,Low Value,0.08,0
Resort Hotel,2016-11-14,0,21,2016,November,47,14,1,1,2,HB,ESP,Online TA,TA/TO,0,E,E,No Deposit,Transient,83.71,1,Check-Out,2016-11-16,Room Match,2,0,FALSE,2,167.42,8-30,0.5,0,Moderate Value,0.05,0
Resort Hotel,2016-11-12,0,202,2016,November,46,12,2,2,2,BB,GBR,Online TA,TA/TO,0,A,A,No Deposit,Transient-Party,37.8,2,Check-Out,2016-11-16,Room Match,2,0,FALSE,4,151.2,90+,0.5,0,Low Value,0,0
Resort Hotel,2016-11-15,0,0,2016,November,47,15,0,1,1,BB,PRT,Direct,Direct,0,A,D,No Deposit,Transient,35,0,Check-Out,2016-11-16,Room Change,1,0,FALSE,1,35,0-7,0,0,Low Value,1,1
Resort Hotel,2016-11-15,0,1,2016,November,47,15,0,1,1,BB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient,43.88,1,Check-Out,2016-11-16,Room Match,1,0,FALSE,1,43.88,0-7,0,0,Low Value,0.5,0
Resort Hotel,2016-12-27,0,3,2016,December,53,27,0,2,2,BB,PRT,Direct,Direct,1,A,I,No Deposit,Transient,54.9,0,Check-Out,2016-12-29,Room Change,2,0,FALSE,2,109.8,0-7,0,0,Low Value,0.25,0
Resort Hotel,2016-12-29,0,164,2016,December,53,29,0,3,2,BB,PRT,Direct,Direct,0,A,A,No Deposit,Group,63.1,1,Check-Out,2017-01-01,Room Match,2,0,FALSE,3,189.3,90+,0,0,Moderate Value,0.01,0
Resort Hotel,2016-11-15,0,0,2016,November,47,15,0,1,1,BB,PRT,Offline TA/TO,TA/TO,0,A,A,No Deposit,Transient,40,0,Check-Out,2016-11-16,Room Match,1,0,FALSE,1,40,0-7,0,0,Low Value,1,1
Resort Hotel,2016-11-15,0,0,2016,November,47,15,0,1,2,BB,FRA,Online TA,TA/TO,0,A,D,No Deposit,Transient,45.1,0,Check-Out,2016-11-16,Room Change,2,0,FALSE,1,45.1,0-7,0,0,Low Value,1,1
Resort Hotel,2016-11-15,0,45,2016,November,47,15,0,1,2,BB,PRT,Online TA,TA/TO,0,D,D,No Deposit,Transient,42.04,1,Check-Out,2016-11-16,Room Match,2,0,FALSE,1,42.04,31-90,0,0,Low Value,0.02,0
Resort Hotel,2016-11-14,0,1,2016,November,47,14,1,1,1,BB,CHN,Online TA,TA/TO,0,A,A,No Deposit,Transient,60,1,Check-Out,2016-11-16,Room Match,1,0,FALSE,2,120,0-7,0.5,0,Low Value,0.5,0
Resort Hotel,2016-11-02,0,85,2016,November,45,2,4,10,2,HB,DEU,Offline TA/TO,TA/TO,0,E,E,No Deposit,Transient,66.6,0,Check-Out,2016-11-16,Room Match,2,0,FALSE,14,932.3999999999999,31-90,0.29,0,Premium Value,0.01,0
Resort Hotel,2016-11-14,0,1,2016,November,47,14,1,1,1,BB,PRT,Online TA,TA/TO,0,A,A,No Deposit,Transient,60,1,Check-Out,2016-11-16,Room Match,1,0,FALSE,2,120,0-7,0.5,0,Low Value,0.5,0
Resort Hotel,2016-11-15,0,0,2016,November,47,15,0,1,2,BB,IRL,Direct,Direct,0,D,D,No Deposit,Transient,79,0,Check-Out,2016-11-16,Room Match,2,0,FALSE,1,79,0-7,0,0,Low Value,1,1
Resort Hotel,2016-11-15,0,1,2016,November,47,15,0,1,1,BB,PRT,Corporate,Corporate,0,A,A,No Deposit,Transient,33,0,Check-Out,2016-11-16,Room Match,1,0,FALSE,1,33,0-7,0,0,Low Value,0.5,0
Resort Hotel,2016-11-13,0,2,2016,November,47,13,2,1,2,BB,ESP,Online TA,TA/TO,0,E,E,No Deposit,Transient,86,2,Check-Out,2016-11-16,Room Match,2,0,FALSE,3,258,0-7,0.67,0,Moderate Value,0.33,0
Resort Hotel,2016-11-12,0,160,2016,November,46,12,2,2,2,BB,GBR,Online TA,TA/TO,0,E,E,No Deposit,Transient,55.8,2,Check-Out,2016-11-16,Room Match,2,0,TRUE,4,223.2,90+,0.5,0,Moderate Value,0.01,0
Resort Hotel,2016-11-13,0,55,2016,November,47,13,2,1,2,BB,GBR,Offline TA/TO,TA/TO,0,A,A,No Deposit,Transient,30.6,0,Check-Out,2016-11-16,Room Match,2,0,FALSE,3,91.80000000000001,31-90,0.67,0,Low Value,0.02,0
Resort Hotel,2016-11-14,0,4,2016,November,47,14,1,1,1,BB,FRA,Online TA,TA/TO,0,E,F,No Deposit,Transient,63,2,Check-Out,2016-11-16,Room Change,1,0,FALSE,2,126,0-7,0.5,0,Low Value,0.2,0
Resort Hotel,2016-11-15,0,0,2016,November,47,15,0,1,1,BB,CN,Direct,Direct,0,G,G,No Deposit,Transient,111,0,Check-Out,2016-11-16,Room Match,1,0,FALSE,1,111,0-7,0,0,Low Value,1,1
Resort Hotel,2016-11-13,0,1,2016,November,47,13,2,1,2,BB,DEU,Online TA,TA/TO,0,A,A,No Deposit,Transient,50.05,1,Check-Out,2016-11-16,Room Match,2,0,FALSE,3,150.14999999999998,0-7,0.67,0,Low Value,0.5,0
Resort Hotel,2016-11-09,0,33,2016,November,46,9,2,5,2,HB,GBR,Online TA,TA/TO,0,F,F,No Deposit,Transient,65.86,1,Check-Out,2016-11-16,Room Match,2,0,FALSE,7,461.02,31-90,0.29,0,High Value,0.03,0
Resort Hotel,2016-11-15,0,0,2016,November,47,15,0,1,1,BB,PRT,Direct,Direct,0,A,A,No Deposit,Transient,41,0,Check-Out,2016-11-16,Room Match,1,0,FALSE,1,41,0-7,0,0,Low Value,1,1
Resort Hotel,2017-01-20,0,1,2017,January,3,20,0,1,1,BB,PRT,Corporate,Direct,1,A,D,No Deposit,Transient,38.5,0,Check-Out,2017-01-21,Room Change,1,0,FALSE,1,38.5,0-7,0,0,Low Value,0.5,0
Resort Hotel,2017-03-01,0,1,2017,March,9,1,0,1,1,BB,PRT,Corporate,Direct,1,A,A,No Deposit,Transient,42,0,Check-Out,2017-03-02,Room Match,1,0,FALSE,1,42,0-7,0,0,Low Value,0.5,0
Resort Hotel,2017-03-04,0,1,2017,March,9,4,0,1,2,BB,PRT,Corporate,Direct,1,A,A,No Deposit,Transient,40,0,Check-Out,2017-03-05,Room Match,2,0,FALSE,1,40,0-7,0,0,Low Value,0.5,0
Resort Hotel,2017-06-12,0,97,2017,June,24,12,1,1,2,BB,PRT,Corporate,Direct,1,A,A,No Deposit,Transient,108.5,1,Check-Out,2017-06-14,Room Match,3,1,TRUE,2,217,90+,0.5,0,Moderate Value,0.01,0
Resort Hotel,2016-11-15,0,0,2016,November,47,15,0,1,2,BB,FRA,Direct,Direct,0,G,G,No Deposit,Transient,111,0,Check-Out,2016-11-16,Room Match,2,0,FALSE,1,111,0-7,0,0,Low Value,1,1
Resort Hotel,2016-12-08,0,0,2016,December,50,8,0,1,2,BB,FRA,Direct,Direct,1,A,E,No Deposit,Transient,76,0,Check-Out,2016-12-09,Room Change,2,0,TRUE,1,76,0-7,0,0,Low Value,1,1
Resort Hotel,2016-11-12,0,52,2016,November,46,12,2,3,2,BB,FRA,Offline TA/TO,TA/TO,0,A,D,No Deposit,Transient,29,0,Check-Out,2016-11-17,Room Change,2,0,TRUE,5,145,31-90,0.4,0,Low Value,0.02,0
Resort Hotel,2016-11-12,0,54,2016,November,46,12,2,3,2,BB,IRL,Online TA,TA/TO,0,E,E,No Deposit,Transient,55.8,1,Check-Out,2016-11-17,Room Match,2,0,FALSE,5,279,31-90,0.4,0,Moderate Value,0.02,0
Resort Hotel,2016-11-10,0,98,2016,November,46,10,2,5,2,HB,GBR,Offline TA/TO,TA/TO,0,A,C,No Deposit,Transient,34,1,Check-Out,2016-11-17,Room Change,2,0,FALSE,7,238,90+,0.29,0,Moderate Value,0.01,0
Resort Hotel,2016-11-13,0,3,2016,November,47,13,2,2,1,BB,NLD,Online TA,TA/TO,0,A,C,No Deposit,Transient,60,1,Check-Out,2016-11-17,Room Change,1,0,FALSE,4,240,0-7,0.5,0,Moderate Value,0.25,0
Resort Hotel,2016-11-03,0,80,2016,November,45,3,4,10,2,HB,FRA,Online TA,TA/TO,0,E,E,No Deposit,Transient,82.8,1,Check-Out,2016-11-17,Room Match,2,0,TRUE,14,1159.2,31-90,0.29,0,Premium Value,0.01,0
Resort Hotel,2016-11-16,0,11,2016,November,47,16,0,1,1,BB,PRT,Corporate,Direct,0,A,A,No Deposit,Transient,35,0,Check-Out,2016-11-17,Room Match,1,0,FALSE,1,35,8-30,0,0,Low Value,0.08,0
